ID	Old ID	Enzymes	Roles	Reaction
PS_complex_2800f9	rxn02341_c_A	Phosphopantothenoylcysteine decarboxylase	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	rxn02341_c
PS_complex_2b9d2e	rxn02374_c_A	Spontaneous Reaction	Spontaneous Reaction	rxn02374_c
PS_complex_6c5460	rxn02374_d_A	Spontaneous Reaction	Spontaneous Reaction	rxn02374_d
PS_complex_4256e3	rxn02374_m_A	Spontaneous Reaction	Spontaneous Reaction	rxn02374_m
PS_complex_64f2be	rxn02374_v_A	Spontaneous Reaction	Spontaneous Reaction	rxn02374_v
PS_complex_cfa6f8	rxn02374_x_A	Spontaneous Reaction	Spontaneous Reaction	rxn02374_x
PS_complex_4c347c	rxn02380_c_A	Glucose-6-phosphate isomerase	Glucose-6-phosphate isomerase (EC 5.3.1.9)	rxn02380_c
PS_complex_ecc047	rxn02380_d_A	Glucose-6-phosphate isomerase	Glucose-6-phosphate isomerase (EC 5.3.1.9)	rxn02380_d
PS_complex_80bc55	rxn02402_d_A	Quinolinate phosphoribosyltransferase [decarboxylating]	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	rxn02402_d
PS_complex_328563	rxn02404_c_A	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)	rxn02404_c
PS_complex_918fb3	rxn02405_c_A	3-deoxy-manno-octulosonate cytidylyltransferase	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	rxn02405_c
PS_complex_e4c2cb	rxn02405_m_A	3-deoxy-manno-octulosonate cytidylyltransferase	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	rxn02405_m
PS_complex_c99c44	rxn02414_c_A	Caffeic-o-methyltransferase	Caffeic-o-methyltransferase (EC 2.1.1.68)	rxn02414_c
PS_complex_e16eec	rxn02421_c_A	N-methylphosphoethanolamine cytidylyltransferase	N-methylphosphoethanolamine cytidylyltransferase (EC 2.7.7.57)	rxn02421_c
PS_complex_bb0d87	rxn02465_d_A	N-acetyl-gamma-glutamyl-phosphate reductase	N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38)	rxn02465_d
PS_complex_9d2802	rxn02473_d_A	Imidazoleglycerol-phosphate dehydratase	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	rxn02473_d
PS_complex_a90770	rxn02474_d_A	5-amino-6-(5-phosphoribosylamino)uracil reductase	5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	rxn02474_d
PS_complex_7107ee	rxn02476_d_A	5-Enolpyruvylshikimate-3-phosphate synthase	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	rxn02476_d
PS_complex_be5f40	rxn02504_c_A	Dihydroneopterin aldolase	Dihydroneopterin aldolase (EC 4.1.2.25)	rxn02504_c
PS_complex_cb7b21	rxn02507_d_A	Indole-3-glycerol phosphate synthase	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)	rxn02507_d
PS_complex_e098fa	rxn02516_m_A	L-3-cyanoalanine synthase	L-3-cyanoalanine synthase (EC 4.4.1.9)	rxn02516_m
PS_complex_961c88	rxn02554_c_A	Ferulate-5-hydroxylase	Ferulate-5-hydroxylase (EC 1.14.13.-)	rxn02554_c
PS_complex_cc3d67	rxn02554_r_A	Ferulate-5-hydroxylase	Ferulate-5-hydroxylase (EC 1.14.13.-)	rxn02554_r
PS_complex_cc2e4f	rxn02575_c_A	Coniferyl-alcohol and sinapyl-alcohol glucosyltransferase	Coniferyl-alcohol and sinapyl-alcohol glucosyltransferase (EC 2.4.1.111)	rxn02575_c
PS_complex_adde9a	rxn02733_d_A	Protoporphyrin IX Mg-chelatase	Protoporphyrin IX Mg-chelatase subunit D (EC 6.6.1.1)	rxn02733_d
PS_complex_adde9a	rxn02733_d_B	Protoporphyrin IX Mg-chelatase	Protoporphyrin IX Mg-chelatase subunit H (EC 6.6.1.1)	rxn02733_d
PS_complex_adde9a	rxn02733_d_C	Protoporphyrin IX Mg-chelatase	Protoporphyrin IX Mg-chelatase subunit I (EC 6.6.1.1)	rxn02733_d
PS_complex_5c04d7	rxn02735_c_A	UDP-4-dehydro-6-deoxy-glucose 3,5-epimerase	UDP-4-dehydro-6-deoxy-glucose 3,5-epimerase (no EC)	rxn02735_c
PS_complex_d4791f	rxn02735_c_B	UDP-4-dehydro-rhamnose reductase	UDP-4-dehydro-rhamnose reductase (EC 1.1.1.-)	rxn02735_c
PS_complex_ad91f4	rxn02758_c_A	Cinnamyl alcohol dehydrogenase/reductase	Cinnamyl alcohol dehydrogenase/reductase (EC 1.1.1.195)	rxn02758_c
PS_complex_3f3570	rxn02758_w_A	Cinnamyl alcohol dehydrogenase/reductase	Cinnamyl alcohol dehydrogenase/reductase (EC 1.1.1.195)	rxn02758_w
PS_complex_4c1480	rxn02774_c_A	Precorrin-2 oxidase	Precorrin-2 oxidase (EC 1.3.1.76)	rxn02774_c
PS_complex_fd211b	rxn02814_c_A	Cinnamyl alcohol dehydrogenase/reductase	Cinnamyl alcohol dehydrogenase/reductase (EC 1.1.1.195)	rxn02814_c
PS_complex_48851c	rxn02814_w_A	Cinnamyl alcohol dehydrogenase/reductase	Cinnamyl alcohol dehydrogenase/reductase (EC 1.1.1.195)	rxn02814_w
PS_complex_186e63	rxn02832_d_A	O-succinylbenzoate synthase	O-succinylbenzoate synthase (EC 4.2.1.113)	rxn02832_d
PS_complex_0bb756	rxn02894_c_A	5-methylthioribose kinase	5-methylthioribose kinase (EC 2.7.1.100)	rxn02894_c
PS_complex_51a3b2	rxn02895_d_A	Phosphoribosylamine--glycine ligase	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	rxn02895_d
PS_complex_71b1d1	rxn02914_d_A	Phosphoserine aminotransferase	Phosphoserine aminotransferase (EC 2.6.1.52)	rxn02914_d
PS_complex_2c5b50	rxn02928_d_A	4-hydroxy-tetrahydrodipicolinate reductase	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	rxn02928_d
PS_complex_fe8437	rxn02929_d_A	4-hydroxy-tetrahydrodipicolinate reductase	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	rxn02929_d
PS_complex_97c791	rxn02937_d_A	Phosphoribosylformylglycinamidine cyclo-ligase	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	rxn02937_d
PS_complex_fd109c	rxn02959_c_A	Mg-protoporphyrin O-methyltransferase	Mg-protoporphyrin O-methyltransferase (EC 2.1.1.11)	rxn02959_c
PS_complex_46fb54	rxn02959_d_A	Mg-protoporphyrin O-methyltransferase	Mg-protoporphyrin O-methyltransferase (EC 2.1.1.11)	rxn02959_d
PS_complex_f1f988	rxn02991_c_A	UDP-glucose:p-hydroxymandelonitrile-O-glucosyltransferase	UDP-glucose:p-hydroxymandelonitrile-O-glucosyltransferase (EC 2.4.1.85)	rxn02991_c
PS_complex_7e77cc	rxn02998_c_A	4-hydroxyphenylacetaldehyde oxime monooxygenase	4-hydroxyphenylacetaldehyde oxime monooxygenase (EC 1.14.14.37)	rxn02998_c
PS_complex_e73921	rxn03004_d_A	Phosphoribosylglycinamide formyltransferase	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	rxn03004_d
PS_complex_115f52	rxn03016_c_A	5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase	5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase (EC 1.14.13.36)	rxn03016_c
PS_complex_f8f057	rxn03016_r_A	5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase	5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase (EC 1.14.13.36)	rxn03016_r
PS_complex_0d956b	rxn03057_c_A	Methylthioribose-1-phosphate isomerase	Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	rxn03057_c
PS_complex_0ed41e	rxn03062_d_A	3-isopropylmalate dehydrogenase	3-isopropylmalate dehydrogenase (EC 1.1.1.85)	rxn03062_d
PS_complex_c4e5c4	rxn03075_c_A	Hydroxyethylthiazole kinase	Hydroxyethylthiazole kinase (EC 2.7.1.50)	rxn03075_c
PS_complex_e6420e	rxn03080_d_A	6,7-dimethyl-8-ribityllumazine synthase	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	rxn03080_d
PS_complex_9a4c0e	rxn03130_c_A	UDP-2,3-diacylglucosamine diphosphatase	UDP-2,3-diacylglucosamine diphosphatase (EC 3.6.1.54)	rxn03130_c
PS_complex_5b961e	rxn03136_d_A	Adenylosuccinate lyase	Adenylosuccinate lyase (EC 4.3.2.2)	rxn03136_d
PS_complex_b675c7	rxn03146_c_A	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)	rxn03146_c
PS_complex_7d9de9	rxn03147_d_A	Phosphoribosylaminoimidazole-succinocarboxamide synthase	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	rxn03147_d
PS_complex_0de31c	rxn03159_c_A	Lipid-A-disaccharide synthase	Lipid-A-disaccharide synthase (EC 2.4.1.182)	rxn03159_c
PS_complex_798416	rxn03168_c_A	Dihydroneopterin monophosphate phosphatase	Dihydroneopterin monophosphate phosphatase (non-specific?)	rxn03168_c
PS_complex_480a9b	rxn03173_c_A	Dihydroneopterin triphosphate diphosphatase	Dihydroneopterin triphosphate diphosphatase (EC 3.6.1.n4)	rxn03173_c
PS_complex_591418	rxn03175_d_A	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	rxn03175_d
PS_complex_6b20dc	rxn03181_c_A	Tetraacyldisaccharide 4'-kinase	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)	rxn03181_c
PS_complex_89b243	rxn03182_c_A	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12) [often with (EC 2.4.99.13) also]	rxn03182_c
PS_complex_803153	rxn03182_m_A	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12) [often with (EC 2.4.99.13) also]	rxn03182_m
PS_complex_8ac1b8	rxn03439_c_A	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12) [often with (EC 2.4.99.13) also]	rxn03439_c
PS_complex_0e8c14	rxn03439_m_A	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12) [often with (EC 2.4.99.13) also]	rxn03439_m
PS_complex_5f34ff	rxn03452_d_A	Ent-kaurene synthase	Ent-kaurene synthase (EC 4.2.3.19)	rxn03452_d
PS_complex_6eaeeb	rxn03891_d_A	Solanesyl diphosphate synthase	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn03891_d
PS_complex_454747	rxn03891_m_A	Solanesyl diphosphate synthase	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn03891_m
PS_complex_8dd07b	rxn03891_r_A	Solanesyl diphosphate synthase	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn03891_r
PS_complex_cefe99	rxn03892_d_A	Solanesyl diphosphate synthase	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn03892_d
PS_complex_6441cd	rxn03892_m_A	Solanesyl diphosphate synthase	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn03892_m
PS_complex_002618	rxn03892_r_A	Solanesyl diphosphate synthase	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn03892_r
PS_complex_e6eead	rxn03907_d_A	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	rxn03907_d
PS_complex_02c594	rxn03908_d_A	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	rxn03908_d
PS_complex_e15842	rxn03909_d_A	1-deoxy-D-xylulose 5-phosphate synthase	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	rxn03909_d
PS_complex_92ae1c	rxn03910_d_A	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	rxn03910_d
PS_complex_86ffcc	rxn03958_d_A	1-deoxy-D-xylulose 5-phosphate reductoisomerase	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	rxn03958_d
PS_complex_d1aa45	rxn03970_c_A	Coniferyl-aldehyde dehydrogenase	Coniferyl-aldehyde dehydrogenase (EC 1.2.1.68)	rxn03970_c
PS_complex_bfa0e1	rxn03971_c_A	Coniferyl-aldehyde dehydrogenase	Coniferyl-aldehyde dehydrogenase (EC 1.2.1.68)	rxn03971_c
PS_complex_e3fbd7	rxn03983_d_A	Adenylyl-sulfate reductase	Adenylyl-sulfate reductase [glutathione] (EC 1.8.4.9)	rxn03983_d
PS_complex_239871	rxn04027_d_A	UDP-sulfoquinovose synthase	UDP-sulfoquinovose synthase (EC 3.13.1.1)	rxn04027_d
PS_complex_fcb2fb	rxn04113_d_A	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	rxn04113_d
PS_complex_0ca930	rxn04152_d_A	Mg protoporphyrin IX monomethyl ester oxidative cyclase	Mg protoporphyrin IX monomethyl ester oxidative cyclase (aerobic) (EC 1.14.13.81)	rxn04152_d
PS_complex_4b6683	rxn04153_d_A	Mg protoporphyrin IX monomethyl ester oxidative cyclase	Mg protoporphyrin IX monomethyl ester oxidative cyclase (aerobic) (EC 1.14.13.81)	rxn04153_d
PS_complex_46306b	rxn04154_d_A	Mg protoporphyrin IX monomethyl ester oxidative cyclase	Mg protoporphyrin IX monomethyl ester oxidative cyclase (aerobic) (EC 1.14.13.81)	rxn04154_d
PS_complex_8157e8	rxn04161_c_A	Chlorophyll a synthase	Chlorophyll a synthase ChlG (EC 2.5.1.62)	rxn04161_c
PS_complex_c0a9e5	rxn04161_d_A	Chlorophyll a synthase	Chlorophyll a synthase ChlG (EC 2.5.1.62)	rxn04161_d
PS_complex_ce56dc	rxn04179_d_A	Taxadiene synthase	Taxadiene synthase (EC 4.2.3.17)	rxn04179_d
PS_complex_a02bed	rxn04180_d_A	Taxa-4(20), 11(12)-dien-5a-ol-o-acetyl transferase	Taxa-4(20), 11(12)-dien-5a-ol-o-acetyl transferase (EC 2.3.1.162)	rxn04180_d
PS_complex_5f39ae	rxn04184_d_A	10-deacetylbaccatin III-10-O-caetyl transferase	10-deacetylbaccatin III-10-O-caetyl transferase (EC 2.3.1.167)	rxn04184_d
PS_complex_40a2c9	rxn04192_d_A	Taxane 2-alpha-O-benzoyltransferase	Taxane 2-alpha-O-benzoyltransferase (EC 2.3.1.166)	rxn04192_d
PS_complex_c4d440	rxn04381_c_A	Sphinganine C(4)-monooxygenase	Sphinganine C(4)-monooxygenase (EC 1.14.13.169)	rxn04381_c
PS_complex_ba938b	rxn04426_c_A	Ferulate-5-hydroxylase	Ferulate-5-hydroxylase (EC 1.14.13.-)	rxn04426_c
PS_complex_f51dd4	rxn04426_r_A	Ferulate-5-hydroxylase	Ferulate-5-hydroxylase (EC 1.14.13.-)	rxn04426_r
PS_complex_648736	rxn04430_c_A	Caffeic-o-methyltransferase	Caffeic-o-methyltransferase (EC 2.1.1.68)	rxn04430_c
PS_complex_0ce336	rxn04674_d_A	Demethylphylloquinone methyltransferase	Demethylphylloquinone methyltransferase (EC 2.1.1.329)	rxn04674_d
PS_complex_61e008	rxn04681_c_A	Phosphoethanolamine N-methyltransferase	Phosphoethanolamine N-methyltransferase (EC 2.1.1.103)	rxn04681_c
PS_complex_8a7547	rxn04682_c_A	Phosphoethanolamine N-methyltransferase	Phosphoethanolamine N-methyltransferase (EC 2.1.1.103)	rxn04682_c
PS_complex_9d8383	rxn04684_c_A	Phosphoethanolamine/phosphocholine phosphatase	Phosphoethanolamine/phosphocholine phosphatase (EC 3.1.3.75)	rxn04684_c
PS_complex_e86d53	rxn04924_c_A	Fatty acids epoxide hydrolase	Fatty acids epoxide hydrolase (no EC)	rxn04924_c
PS_complex_8a8456	rxn04954_c_A	5,10-methylenetetrahydrofolate reductase	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	rxn04954_c
PS_complex_c2b7c2	rxn04996_d_A	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	rxn04996_d
PS_complex_f91179	rxn05004_d_A	gamma-tocopherol methyltransferase	gamma-tocopherol methyltransferase (EC 2.1.1.95)	rxn05004_d
PS_complex_947870	rxn05005_c_A	Uroporphyrinogen-III methyltransferase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	rxn05005_c
PS_complex_308038	rxn05006_c_A	Uroporphyrinogen-III methyltransferase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	rxn05006_c
PS_complex_187ffa	rxn05023_d_A	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28), plant type	rxn05023_d
PS_complex_21ee39	rxn05023_x_A	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (EC 3.1.2.28), plant type	rxn05023_x
PS_complex_967b81	rxn05024_d_A	Naphthoate synthase	Naphthoate synthase (EC 4.1.3.36)	rxn05024_d
PS_complex_5f7b9d	rxn05024_x_A	Naphthoate synthase	Naphthoate synthase (EC 4.1.3.36)	rxn05024_x
PS_complex_9e68b4	rxn05034_m_A	4-hydroxybenzoate polyprenyltransferase	4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)	rxn05034_m
PS_complex_68105c	rxn05039_d_A	5-Amino-6-(5'-phosphoribitylamino)uracil phosphatase	5-Amino-6-(5'-phosphoribitylamino)uracil phosphatase	rxn05039_d
PS_complex_f58aa3	rxn05092_c_A	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54)	rxn05092_c
PS_complex_9a13be	rxn05104_c_A	Methylthioribulose-1-phosphate dehydratase	Methylthioribulose-1-phosphate dehydratase (EC 4.2.1.109)	rxn05104_c
PS_complex_f816af	rxn05104_d_A	Methylthioribulose-1-phosphate dehydratase	Methylthioribulose-1-phosphate dehydratase (EC 4.2.1.109)	rxn05104_d
PS_complex_6b3aca	rxn05108_c_A	Methionine transaminase	Methionine transaminase (EC 2.6.1.88)	rxn05108_c
PS_complex_04e255	rxn05120_c_A	Heme O synthase, protoheme IX farnesyltransferase	Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB	rxn05120_c
PS_complex_c6ad57	rxn05136_c_A	Shikimate O-hydroxycinnamoyltransferase	Shikimate O-hydroxycinnamoyltransferase (EC 2.3.1.133)	rxn05136_c
PS_complex_a131ae	rxn05143_c_A	Coniferyl-aldehyde dehydrogenase	Coniferyl-aldehyde dehydrogenase (EC 1.2.1.68)	rxn05143_c
PS_complex_4b2be8	rxn05206_c_A	Potassium transport	Potassium transport	rxn05206_c
PS_complex_316c61	rxn05218_d_A	Glycine transport	Glycine transport	rxn05218_d
PS_complex_7a723f	rxn05218_m_A	Glycine transport	Glycine transport	rxn05218_m
PS_complex_4d4119	rxn05218_x_A	Glycine transport	Glycine transport	rxn05218_x
PS_complex_4fff52	rxn05220_d_A	Asparagine transport	Asparagine transport	rxn05220_d
PS_complex_8801eb	rxn05220_m_A	Asparagine transport	Asparagine transport	rxn05220_m
PS_complex_2f88fa	rxn05220_x_A	Asparagine transport	Asparagine transport	rxn05220_x
PS_complex_f315bb	rxn05222_d_A	Tryptophan transport	Tryptophan transport	rxn05222_d
PS_complex_a41ff7	rxn05222_m_A	Tryptophan transport	Tryptophan transport	rxn05222_m
PS_complex_5202e0	rxn05222_x_A	Tryptophan transport	Tryptophan transport	rxn05222_x
PS_complex_fa22bd	rxn05224_d_A	Riboflavin transport	Riboflavin transport	rxn05224_d
PS_complex_9f06bc	rxn05224_m_A	Riboflavin transport	Riboflavin transport	rxn05224_m
PS_complex_d11c96	rxn05238_c_A	Sulfate transport	Sulfate transport	rxn05238_c
PS_complex_73769e	rxn05238_d_A	Sulfate transport	Sulfate transport	rxn05238_d
PS_complex_3959e9	rxn05238_v_A	Sulfate transport	Sulfate transport	rxn05238_v
PS_complex_36c6ae	rxn05245_d_A	Valine transport	Valine transport	rxn05245_d
PS_complex_49fe3e	rxn05245_m_A	Valine transport	Valine transport	rxn05245_m
PS_complex_8775da	rxn05245_x_A	Valine transport	Valine transport	rxn05245_x
PS_complex_d5c9d2	rxn05287_d_A	Solanesyl diphosphate synthase	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn05287_d
PS_complex_754fe7	rxn05287_m_A	Solanesyl diphosphate synthase	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn05287_m
PS_complex_bf585c	rxn05287_r_A	Solanesyl diphosphate synthase	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn05287_r
PS_complex_06a9b4	rxn05319_c_A	Water transport	Water transport	rxn05319_c
PS_complex_6a4c47	rxn05319_d_A	Water transport	Water transport	rxn05319_d
PS_complex_b475b7	rxn05319_m_A	Water transport	Water transport	rxn05319_m
PS_complex_33ef84	rxn05319_v_A	Water transport	Water transport	rxn05319_v
PS_complex_bdcc24	rxn05319_x_A	Water transport	Water transport	rxn05319_x
PS_complex_1b8ce3	rxn05324_d_A	Enoyl-[acyl-carrier-protein] reductase	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	rxn05324_d
PS_complex_414d09	rxn05325_d_A	Enoyl-[acyl-carrier-protein] reductase	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	rxn05325_d
PS_complex_4121ba	rxn05326_d_A	Enoyl-[acyl-carrier-protein] reductase	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	rxn05326_d
PS_complex_e992cf	rxn05330_d_A	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	rxn05330_d
PS_complex_c3abd7	rxn05331_d_A	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	rxn05331_d
PS_complex_4fb431	rxn05335_d_A	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	rxn05335_d
PS_complex_8eab5d	rxn05337_d_A	3-oxoacyl-[acyl-carrier protein] reductase	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	rxn05337_d
PS_complex_f975e4	rxn05338_d_A	3-oxoacyl-[acyl-carrier protein] reductase	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	rxn05338_d
PS_complex_fc57b7	rxn05340_d_A	3-oxoacyl-[acyl-carrier protein] reductase	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	rxn05340_d
PS_complex_8b6e85	rxn05342_d_A	3-oxoacyl-[acyl-carrier protein] reductase	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	rxn05342_d
PS_complex_123cd6	rxn05343_d_A	3-oxoacyl-[acyl-carrier-protein] synthase	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	rxn05343_d
PS_complex_d7078c	rxn05345_d_A	3-oxoacyl-[acyl-carrier-protein] synthase	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	rxn05345_d
PS_complex_bd750d	rxn05346_d_A	3-oxoacyl-[acyl-carrier-protein] synthase	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	rxn05346_d
PS_complex_aa7fbc	rxn05348_d_A	3-oxoacyl-[acyl-carrier-protein] synthase	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	rxn05348_d
PS_complex_837f75	rxn05350_d_A	3-oxoacyl-[acyl-carrier-protein] synthase	3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	rxn05350_d
PS_complex_2f6255	rxn05465_d_A	Malonyl CoA-acyl carrier protein transacylase	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	rxn05465_d
PS_complex_8e8f5a	rxn05467_c_A	Carbon dioxide transport	Carbon dioxide transport	rxn05467_c
PS_complex_ddb81c	rxn05467_d_A	Carbon dioxide transport	Carbon dioxide transport	rxn05467_d
PS_complex_2f989d	rxn05467_m_A	Carbon dioxide transport	Carbon dioxide transport	rxn05467_m
PS_complex_aad262	rxn05468_c_A	Oxygen transport	Oxygen transport	rxn05468_c
PS_complex_78b86c	rxn05468_d_A	Oxygen transport	Oxygen transport	rxn05468_d
PS_complex_2d11ef	rxn05468_m_A	Oxygen transport	Oxygen transport	rxn05468_m
PS_complex_e59733	rxn05468_x_A	Oxygen transport	Oxygen transport	rxn05468_x
PS_complex_19273e	rxn05667_c_A	Urea transport	Urea transport	rxn05667_c
PS_complex_cae60f	rxn05667_d_A	Urea transport	Urea transport	rxn05667_d
PS_complex_4754de	rxn05667_m_A	Urea transport	Urea transport	rxn05667_m
PS_complex_eb8cfe	rxn05736_d_A	Long-chain-fatty-acid--CoA ligase	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	rxn05736_d
PS_complex_6901e3	rxn05736_r_A	Long-chain-fatty-acid--CoA ligase	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	rxn05736_r
PS_complex_58e9d0	rxn05736_x_A	Long-chain-fatty-acid--CoA ligase	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	rxn05736_x
PS_complex_3de42d	rxn06049_c_A	1,4-alpha-glucan phosphorylase	1,4-alpha-glucan phosphorylase (EC 2.4.1.1)	rxn06049_c
PS_complex_44ca53	rxn06049_d_A	1,4-alpha-glucan phosphorylase	1,4-alpha-glucan phosphorylase (EC 2.4.1.1)	rxn06049_d
PS_complex_8d27ce	rxn06165_c_A	Starch synthase, ADP-glucose transglucosylase	Starch synthase, ADP-glucose transglucosylase (EC 2.4.1.21)	rxn06165_c
PS_complex_ec0e65	rxn06165_d_A	Starch synthase, ADP-glucose transglucosylase	Starch synthase, ADP-glucose transglucosylase (EC 2.4.1.21)	rxn06165_d
PS_complex_28ffcd	rxn06556_d_A	Lauryl-[acyl-carrier protein] hydrolase	Lauryl-[acyl-carrier protein] hydrolase (EC 3.1.2.21)	rxn06556_d
PS_complex_af644e	rxn06659_c_A	Polygalacturonate 4-alpha-galacturonosyltransferase	Polygalacturonate 4-alpha-galacturonosyltransferase (EC 2.4.1.43)	rxn06659_c
PS_complex_662d76	rxn06659_g_A	Polygalacturonate 4-alpha-galacturonosyltransferase	Polygalacturonate 4-alpha-galacturonosyltransferase (EC 2.4.1.43)	rxn06659_g
