"PSI","Species A","Species B"
"0.22","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00137.34","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00137.34","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Bdistachyon_v3.1||Bradi1g12370.1","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Bdistachyon_v3.1||Bradi2g03437.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Bdistachyon_v3.1||Bradi4g36830.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Bdistachyon_v3.1||Bradi4g36850.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Bdistachyon_v3.1||Bradi5g25166.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Csinensis_v1.1||orange1.1g012689m","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Csinensis_v1.1||orange1.1g044203m","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Csinensis_v1.1||orange1.1g048162m","sp|Q8LL69|DBNBT_TAXCA"
"0.22","GWHPAOSJ002711","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","GWHPAOSJ005952","sp|Q9FPW3|DBBT_TAXCU"
"0.22","GWHPAOSJ009691","sp|Q9FPW3|DBBT_TAXCU"
"0.22","GWHPAOSJ009691","sp|Q9M6E2|DBAT_TAXCU"
"0.22","GWHPAOSJ009691","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","GWHPAOSJ009703","sp|Q9FPW3|DBBT_TAXCU"
"0.22","GWHPAOSJ009703","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","GWHPAOSJ009711","sp|Q9FPW3|DBBT_TAXCU"
"0.22","GWHPAOSJ009711","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","GWHPAOSJ027343","sp|Q9FPW3|DBBT_TAXCU"
"0.22","GWHPAOSJ027343","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","GWHPAOSJ027344","sp|Q9FPW3|DBBT_TAXCU"
"0.22","GWHPAOSJ027348","sp|Q9FPW3|DBBT_TAXCU"
"0.22","GWHPAOSJ027348","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","GWHPAOSJ027415","sp|Q9FPW3|DBBT_TAXCU"
"0.22","GWHPAOSJ027415","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","GWHPAOSJ027416","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","GWHPAOSJ027417","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","GWHPAOSJ027798","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Gmax_Wm82.a4.v1||Glyma.14G071600.5","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Gmax_Wm82.a4.v1||Glyma.14G071600.5","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Gmax_Wm82.a4.v1||Glyma.16G039500.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Gmax_Wm82.a4.v1||Glyma.16G039500.1","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000180236","sp|Q8LL69|DBNBT_TAXCA"
"0.22","Mdomestica_v1.0||MDP0000180236","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000261618","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000261618","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000297585","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000443072","sp|Q8LL69|DBNBT_TAXCA"
"0.22","Mdomestica_v1.0||MDP0000443072","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000443072","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000546792","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000637737","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000637737","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000684655","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Mdomestica_v1.0||MDP0000722697","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Olucimarinus_v2.0||28702","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Osativa_v7.0||LOC_Os01g26100.1","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Osativa_v7.0||LOC_Os01g28474.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Osativa_v7.0||LOC_Os02g39850.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Osativa_v7.0||LOC_Os03g08720.1","sp|Q8LL69|DBNBT_TAXCA"
"0.22","Osativa_v7.0||LOC_Os03g47860.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Osativa_v7.0||LOC_Os04g56910.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Osativa_v7.0||LOC_Os07g39890.1","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Osativa_v7.0||LOC_Os09g13450.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Osativa_v7.0||LOC_Os10g23310.1","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Osativa_v7.0||LOC_Os10g23820.1","sp|Q8LL69|DBNBT_TAXCA"
"0.22","Osativa_v7.0||LOC_Os11g42290.1","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Osativa_v7.0||LOC_Os11g42370.1","sp|Q9M6F0|T5AT_TAXCU"
"0.22","PWA47939.1","sp|Q9M6E2|DBAT_TAXCU"
"0.22","PWA55117.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","PWA55117.1","sp|Q9M6F0|T5AT_TAXCU"
"0.22","PWA55118.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","PWA55118.1","sp|Q9M6F0|T5AT_TAXCU"
"0.22","PWA58207.1","sp|Q8LL69|DBNBT_TAXCA"
"0.22","PWA58207.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","PWA70548.1","sp|Q9M6F0|T5AT_TAXCU"
"0.22","PWA74645.1","sp|Q9M6F0|T5AT_TAXCU"
"0.22","PWA77292.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","PWA90336.1","sp|Q8LL69|DBNBT_TAXCA"
"0.22","PWA90337.1","sp|Q8LL69|DBNBT_TAXCA"
"0.22","PWA90337.1","sp|Q9M6E2|DBAT_TAXCU"
"0.22","PWA92180.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Ptrichocarpa_v4.1||Potri.001G447900.2","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Ptrichocarpa_v4.1||Potri.001G447900.2","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Ptrichocarpa_v4.1||Potri.001G447900.2","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Ptrichocarpa_v4.1||Potri.005G028000.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Ptrichocarpa_v4.1||Potri.005G028100.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Ptrichocarpa_v4.1||Potri.018G105500.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Sbicolor_v3.1.1||Sobic.002G283000.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Sbicolor_v3.1.1||Sobic.002G283000.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Sbicolor_v3.1.1||Sobic.004G212300.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Sbicolor_v3.1.1||Sobic.004G212300.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Sbicolor_v3.1.1||Sobic.006G062700.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Slycopersicum_ITAG3.2||Solyc05g015770.1.1","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Slycopersicum_ITAG3.2||Solyc06g074710.1.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Slycopersicum_ITAG3.2||Solyc07g049660.3.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Smoellendorffii_v1.0||408998","sp|Q8LL69|DBNBT_TAXCA"
"0.22","Smoellendorffii_v1.0||417541","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Smoellendorffii_v1.0||419914","sp|Q8LL69|DBNBT_TAXCA"
"0.22","Smoellendorffii_v1.0||73987","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Smoellendorffii_v1.0||80785","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Sphagnum_fallax||Sphfalx02G072100.1","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Sphagnum_fallax||Sphfalx02G197500.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Sphagnum_fallax||Sphfalx08G078400.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Sphagnum_fallax||Sphfalx09G071300.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Sphagnum_fallax||Sphfalx15G015300.1","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Spolyrhiza_v2||Spipo0G0117100","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Spolyrhiza_v2||Spipo0G0117100","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Spolyrhiza_v2||Spipo0G0117100","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Spolyrhiza_v2||Spipo27G0012700","sp|Q8LL69|DBNBT_TAXCA"
"0.22","Spolyrhiza_v2||Spipo30G0014400","sp|Q8LL69|DBNBT_TAXCA"
"0.22","Spolyrhiza_v2||Spipo30G0014400","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Spolyrhiza_v2||Spipo3G0022900","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Spolyrhiza_v2||Spipo4G0069700","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Spolyrhiza_v2||Spipo6G0050300","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Spolyrhiza_v2||Spipo6G0050300","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d003129_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d003129_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d003129_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d003856_T001","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d006260_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d006260_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d006263_T001","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d006263_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d007606_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d007606_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d021329_T001","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d021329_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d022592_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d025095_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d027946_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.22","Zmays_RefGen_V4||Zm00001d030542_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.22","Zmays_RefGen_V4||Zm00001d033521_T001","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d033521_T001","sp|Q9M6E2|DBAT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d036218_T001","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d048870_T001","sp|Q8LL69|DBNBT_TAXCA"
"0.22","Zmays_RefGen_V4||Zm00001d048870_T001","sp|Q9FPW3|DBBT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d048870_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.22","Zmays_RefGen_V4||Zm00001d048871_T001","sp|Q9M6F0|T5AT_TAXCU"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.418"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Csinensis_v1.1||orange1.1g048162m"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000180236"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Mdomestica_v1.0||MDP0000443072"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Osativa_v7.0||LOC_Os03g08720.1"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Osativa_v7.0||LOC_Os10g23820.1"
"0.22","sp|Q8LL69|DBNBT_TAXCA","PWA58207.1"
"0.22","sp|Q8LL69|DBNBT_TAXCA","PWA90336.1"
"0.22","sp|Q8LL69|DBNBT_TAXCA","PWA90337.1"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Smoellendorffii_v1.0||408998"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Smoellendorffii_v1.0||419914"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Spolyrhiza_v2||Spipo27G0012700"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Spolyrhiza_v2||Spipo30G0014400"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d027946_T001"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d030542_T001"
"0.22","sp|Q8LL69|DBNBT_TAXCA","Zmays_RefGen_V4||Zm00001d048870_T001"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.410"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.411"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.414"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.210"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00045.98"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00137.34"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi2g03437.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Bdistachyon_v3.1||Bradi5g25166.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ005952"
"0.22","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ009691"
"0.22","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ009703"
"0.22","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ009711"
"0.22","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ027343"
"0.22","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ027344"
"0.22","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ027348"
"0.22","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ027415"
"0.22","sp|Q9FPW3|DBBT_TAXCU","GWHPAOSJ027798"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Gmax_Wm82.a4.v1||Glyma.16G039500.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000443072"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000546792"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000637737"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Mdomestica_v1.0||MDP0000684655"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Osativa_v7.0||LOC_Os01g28474.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Osativa_v7.0||LOC_Os03g47860.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Osativa_v7.0||LOC_Os04g56910.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Osativa_v7.0||LOC_Os09g13450.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","PWA55117.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","PWA55118.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","PWA58207.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.001G447900.2"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.005G028000.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.005G028100.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Ptrichocarpa_v4.1||Potri.018G105500.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Sbicolor_v3.1.1||Sobic.002G283000.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Sbicolor_v3.1.1||Sobic.004G212300.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Sbicolor_v3.1.1||Sobic.006G062700.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Smoellendorffii_v1.0||417541"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Smoellendorffii_v1.0||80785"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Sphagnum_fallax||Sphfalx15G015300.1"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Spolyrhiza_v2||Spipo0G0117100"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Spolyrhiza_v2||Spipo30G0014400"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Spolyrhiza_v2||Spipo4G0069700"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Spolyrhiza_v2||Spipo6G0050300"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Zmays_RefGen_V4||Zm00001d003856_T001"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Zmays_RefGen_V4||Zm00001d006263_T001"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Zmays_RefGen_V4||Zm00001d021329_T001"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Zmays_RefGen_V4||Zm00001d033521_T001"
"0.22","sp|Q9FPW3|DBBT_TAXCU","Zmays_RefGen_V4||Zm00001d048870_T001"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.418"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Bdistachyon_v3.1||Bradi1g12370.1"
"0.22","sp|Q9M6E2|DBAT_TAXCU","GWHPAOSJ009691"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Gmax_Wm82.a4.v1||Glyma.14G071600.5"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Gmax_Wm82.a4.v1||Glyma.16G039500.1"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000297585"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Mdomestica_v1.0||MDP0000722697"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Osativa_v7.0||LOC_Os01g26100.1"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Osativa_v7.0||LOC_Os07g39890.1"
"0.22","sp|Q9M6E2|DBAT_TAXCU","PWA47939.1"
"0.22","sp|Q9M6E2|DBAT_TAXCU","PWA90337.1"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Ptrichocarpa_v4.1||Potri.001G447900.2"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Slycopersicum_ITAG3.2||Solyc05g015770.1.1"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Sphagnum_fallax||Sphfalx02G072100.1"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d003129_T001"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d006260_T001"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d007606_T001"
"0.22","sp|Q9M6E2|DBAT_TAXCU","Zmays_RefGen_V4||Zm00001d033521_T001"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.418"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.209"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Csinensis_v1.1||orange1.1g044203m"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Gmax_Wm82.a4.v1||Glyma.14G071600.5"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000180236"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000261618"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Mdomestica_v1.0||MDP0000443072"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Olucimarinus_v2.0||28702"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os10g23310.1"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os11g42290.1"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Osativa_v7.0||LOC_Os11g42370.1"
"0.22","sp|Q9M6F0|T5AT_TAXCU","PWA55117.1"
"0.22","sp|Q9M6F0|T5AT_TAXCU","PWA55118.1"
"0.22","sp|Q9M6F0|T5AT_TAXCU","PWA70548.1"
"0.22","sp|Q9M6F0|T5AT_TAXCU","PWA74645.1"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Ptrichocarpa_v4.1||Potri.001G447900.2"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Smoellendorffii_v1.0||73987"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Spolyrhiza_v2||Spipo0G0117100"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Spolyrhiza_v2||Spipo3G0022900"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Spolyrhiza_v2||Spipo6G0050300"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Zmays_RefGen_V4||Zm00001d003129_T001"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Zmays_RefGen_V4||Zm00001d006260_T001"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Zmays_RefGen_V4||Zm00001d007606_T001"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Zmays_RefGen_V4||Zm00001d048870_T001"
"0.22","sp|Q9M6F0|T5AT_TAXCU","Zmays_RefGen_V4||Zm00001d048871_T001"
"0.23","Athaliana_TAIR10||AT1G27620.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.23","Athaliana_TAIR10||AT1G65450.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.23","Athaliana_TAIR10||AT5G57840.1","sp|Q9M6F0|T5AT_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.409","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.411","sp|Q8LL69|DBNBT_TAXCA"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.411","sp|Q9M6F0|T5AT_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.413","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.414","sp|Q9M6F0|T5AT_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.209","sp|Q9M6E2|DBAT_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.209","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00038.22","sp|Q8LL69|DBNBT_TAXCA"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00038.22","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00045.98","sp|Q9M6F0|T5AT_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00045.98","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00045.99","sp|Q8LL69|DBNBT_TAXCA"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00058.198","sp|Q8LL69|DBNBT_TAXCA"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00058.199","sp|Q8LL69|DBNBT_TAXCA"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00063.50","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00066.37","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00137.34","sp|Q9M6E2|DBAT_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00137.5","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.23","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold01004.2","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi1g12370.1","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi1g12370.1","sp|Q9M6F0|T5AT_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi1g49330.1","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi1g72230.1","sp|Q8LL69|DBNBT_TAXCA"
"0.23","Bdistachyon_v3.1||Bradi1g72237.1","sp|Q8LL69|DBNBT_TAXCA"
"0.23","Bdistachyon_v3.1||Bradi3g02310.1","sp|Q9M6E2|DBAT_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi3g48530.1","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi3g48530.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi4g36820.1","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi4g36830.1","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi5g14720.1","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi5g14720.1","tr|Q8H2B5|Q8H2B5_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi5g25166.1","sp|Q9M6E2|DBAT_TAXCU"
"0.23","Bdistachyon_v3.1||Bradi5g25166.1","sp|Q9M6F0|T5AT_TAXCU"
"0.23","Csinensis_v1.1||orange1.1g012689m","sp|Q9FPW3|DBBT_TAXCU"
"0.23","Csinensis_v1.1||orange1.1g012689m","sp|Q9M6E2|DBAT_TAXCU"
