"PSI","Species A","Species B"
"0.26","Sbicolor_v3.1.1||Sobic.001G445900.1","sp|Q9AXM6|T10H_TAXCU"
"0.26","Sbicolor_v3.1.1||Sobic.002G094500.1","sp|Q84KI1|T14H_TAXCU"
"0.26","Sbicolor_v3.1.1||Sobic.002G094500.1","sp|Q8W4T9|T13H_TAXCU"
"0.26","Sbicolor_v3.1.1||Sobic.003G030600.1","sp|Q84KI1|T14H_TAXCU"
"0.26","Sbicolor_v3.1.1||Sobic.003G030600.1","sp|Q9AXM6|T10H_TAXCU"
"0.26","Sbicolor_v3.1.1||Sobic.004G196200.1","sp|Q9AXM6|T10H_TAXCU"
"0.26","Sbicolor_v3.1.1||Sobic.004G283900.1","sp|Q6WG30|T5H_TAXCU"
"0.26","Sbicolor_v3.1.1||Sobic.004G283900.1","sp|Q84KI1|T14H_TAXCU"
"0.26","Sbicolor_v3.1.1||Sobic.005G169100.1","sp|Q84KI1|T14H_TAXCU"
"0.26","Sbicolor_v3.1.1||Sobic.009G000700.1","sp|Q9AXM6|T10H_TAXCU"
"0.26","Sbicolor_v3.1.1||Sobic.010G007700.1","sp|Q6WG30|T5H_TAXCU"
"0.26","Sbicolor_v3.1.1||Sobic.010G007700.1","sp|Q8W4T9|T13H_TAXCU"
"0.26","Sbicolor_v3.1.1||Sobic.010G007700.1","sp|Q9AXM6|T10H_TAXCU"
"0.26","Slycopersicum_ITAG3.2||Solyc02g065750.2.1","sp|Q6WG30|T5H_TAXCU"
"0.26","Slycopersicum_ITAG3.2||Solyc02g065750.2.1","sp|Q84KI1|T14H_TAXCU"
"0.26","Slycopersicum_ITAG3.2||Solyc02g065750.2.1","sp|Q8W4T9|T13H_TAXCU"
"0.26","Slycopersicum_ITAG3.2||Solyc02g084740.3.1","sp|Q9AXM6|T10H_TAXCU"
"0.26","Slycopersicum_ITAG3.2||Solyc02g084930.3.1","sp|Q9AXM6|T10H_TAXCU"
"0.26","Slycopersicum_ITAG3.2||Solyc02g089160.3.1","sp|Q6WG30|T5H_TAXCU"
"0.26","Slycopersicum_ITAG3.2||Solyc02g089160.3.1","sp|Q84KI1|T14H_TAXCU"
"0.26","Slycopersicum_ITAG3.2||Solyc03g019870.3.1","sp|Q6WG30|T5H_TAXCU"
"0.26","Slycopersicum_ITAG3.2||Solyc03g019870.3.1","sp|Q84KI1|T14H_TAXCU"
"0.26","Slycopersicum_ITAG3.2||Solyc03g121510.3.1","sp|Q8W4T9|T13H_TAXCU"
"0.26","Slycopersicum_ITAG3.2||Solyc08g007050.2.1","sp|Q8W4T9|T13H_TAXCU"
"0.26","Slycopersicum_ITAG3.2||Solyc08g080430.2.1","sp|Q9AXM6|T10H_TAXCU"
"0.26","Smoellendorffii_v1.0||157387","sp|Q8W4T9|T13H_TAXCU"
"0.26","Smoellendorffii_v1.0||233379","sp|Q84KI1|T14H_TAXCU"
"0.26","Smoellendorffii_v1.0||417566","sp|Q84KI1|T14H_TAXCU"
"0.26","Smoellendorffii_v1.0||422692","sp|Q6WG30|T5H_TAXCU"
"0.26","Smoellendorffii_v1.0||422692","sp|Q8W4T9|T13H_TAXCU"
"0.26","Smoellendorffii_v1.0||422692","sp|Q9AXM6|T10H_TAXCU"
"0.26","Smoellendorffii_v1.0||86321","sp|Q6WG30|T5H_TAXCU"
"0.26","Smoellendorffii_v1.0||86321","sp|Q8W4T9|T13H_TAXCU"
"0.26","Smoellendorffii_v1.0||95630","sp|Q6WG30|T5H_TAXCU"
"0.26","Smoellendorffii_v1.0||95630","sp|Q9AXM6|T10H_TAXCU"
"0.26","Smoellendorffii_v1.0||98891","sp|Q6WG30|T5H_TAXCU"
"0.26","Sphagnum_fallax||Sphfalx04G089200.1","sp|Q6WG30|T5H_TAXCU"
"0.26","Sphagnum_fallax||Sphfalx15G018200.1","sp|Q84KI1|T14H_TAXCU"
"0.26","Sphagnum_fallax||Sphfalx15G018200.1","sp|Q8W4T9|T13H_TAXCU"
"0.26","Sphagnum_fallax||Sphfalx15G018200.1","sp|Q9AXM6|T10H_TAXCU"
"0.26","Sphagnum_fallax||Sphfalx17G038700.1","sp|Q6WG30|T5H_TAXCU"
"0.26","Spolyrhiza_v2||Spipo0G0021200","sp|Q6WG30|T5H_TAXCU"
"0.26","Spolyrhiza_v2||Spipo0G0021200","sp|Q9AXM6|T10H_TAXCU"
"0.26","Spolyrhiza_v2||Spipo10G0030400","sp|Q6WG30|T5H_TAXCU"
"0.26","Spolyrhiza_v2||Spipo10G0030400","sp|Q84KI1|T14H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr03.1353","sp|Q8W4T9|T13H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr03.1353","sp|Q9AXM6|T10H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr03.3045","sp|Q84KI1|T14H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr05.3519","sp|Q6WG30|T5H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr06.1910","sp|Q84KI1|T14H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr07.2604","sp|Q9AXM6|T10H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr10.1024","sp|Q6WG30|T5H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr10.1024","sp|Q84KI1|T14H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr10.1024","sp|Q9AXM6|T10H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr10.2556","sp|Q84KI1|T14H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr10.2556","sp|Q8W4T9|T13H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr11.194","sp|Q9AXM6|T10H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr11.2876","sp|Q84KI1|T14H_TAXCU"
"0.26","Taxus_chinensis||evm2.model.Chr11.2876","sp|Q8W4T9|T13H_TAXCU"
"0.26","Zmays_RefGen_V4||Zm00001d002626_T001","sp|Q6WG30|T5H_TAXCU"
"0.26","Zmays_RefGen_V4||Zm00001d002626_T001","sp|Q84KI1|T14H_TAXCU"
"0.26","Zmays_RefGen_V4||Zm00001d013629_T001","sp|Q6WG30|T5H_TAXCU"
"0.26","Zmays_RefGen_V4||Zm00001d013719_T001","sp|Q84KI1|T14H_TAXCU"
"0.26","Zmays_RefGen_V4||Zm00001d013720_T001","sp|Q84KI1|T14H_TAXCU"
"0.26","Zmays_RefGen_V4||Zm00001d017582_T001","sp|Q9AXM6|T10H_TAXCU"
"0.26","Zmays_RefGen_V4||Zm00001d026083_T001","sp|Q6WG30|T5H_TAXCU"
"0.26","Zmays_RefGen_V4||Zm00001d028325_T005","sp|Q84KI1|T14H_TAXCU"
"0.26","Zmays_RefGen_V4||Zm00001d028325_T005","sp|Q9AXM6|T10H_TAXCU"
"0.26","Zmays_RefGen_V4||Zm00001d037745_T001","sp|Q84KI1|T14H_TAXCU"
"0.26","sp|Q6WG30|T5H_TAXCU","Athaliana_TAIR10||AT1G12740.2"
"0.26","sp|Q6WG30|T5H_TAXCU","Athaliana_TAIR10||AT1G73340.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Athaliana_TAIR10||AT3G30180.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Athaliana_TAIR10||AT5G38970.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.430"
"0.26","sp|Q6WG30|T5H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00032.258"
"0.26","sp|Q6WG30|T5H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00047.151"
"0.26","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi1g09917.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi1g51780.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi2g33050.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi4g04931.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi5g03264.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Bdistachyon_v3.1||Bradi5g03327.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Csinensis_v1.1||orange1.1g010899m"
"0.26","sp|Q6WG30|T5H_TAXCU","Csinensis_v1.1||orange1.1g011403m"
"0.26","sp|Q6WG30|T5H_TAXCU","Csinensis_v1.1||orange1.1g018520m"
"0.26","sp|Q6WG30|T5H_TAXCU","Csinensis_v1.1||orange1.1g039939m"
"0.26","sp|Q6WG30|T5H_TAXCU","Csinensis_v1.1||orange1.1g046307m"
"0.26","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ003438"
"0.26","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ014547"
"0.26","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ017804"
"0.26","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ024984"
"0.26","sp|Q6WG30|T5H_TAXCU","GWHPAOSJ029010"
"0.26","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.01G216900.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.04G030100.2"
"0.26","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.08G128600.2"
"0.26","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.08G250000.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.11G026200.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.15G135200.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.16G133800.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Gmax_Wm82.a4.v1||Glyma.18G272300.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os05g11130.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os06g02019.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os07g33420.3"
"0.26","sp|Q6WG30|T5H_TAXCU","Osativa_v7.0||LOC_Os10g23180.1"
"0.26","sp|Q6WG30|T5H_TAXCU","PWA51003.1"
"0.26","sp|Q6WG30|T5H_TAXCU","PWA70930.1"
"0.26","sp|Q6WG30|T5H_TAXCU","PWA74583.1"
"0.26","sp|Q6WG30|T5H_TAXCU","PWA78928.1"
"0.26","sp|Q6WG30|T5H_TAXCU","PWA95646.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.004G117700.2"
"0.26","sp|Q6WG30|T5H_TAXCU","Ptrichocarpa_v4.1||Potri.017G099000.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.001G147500.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.001G147900.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.004G283900.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Sbicolor_v3.1.1||Sobic.010G007700.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Slycopersicum_ITAG3.2||Solyc02g065750.2.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Slycopersicum_ITAG3.2||Solyc02g089160.3.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Slycopersicum_ITAG3.2||Solyc03g019870.3.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Smoellendorffii_v1.0||422692"
"0.26","sp|Q6WG30|T5H_TAXCU","Smoellendorffii_v1.0||86321"
"0.26","sp|Q6WG30|T5H_TAXCU","Smoellendorffii_v1.0||95630"
"0.26","sp|Q6WG30|T5H_TAXCU","Smoellendorffii_v1.0||98891"
"0.26","sp|Q6WG30|T5H_TAXCU","Sphagnum_fallax||Sphfalx04G089200.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Sphagnum_fallax||Sphfalx17G038700.1"
"0.26","sp|Q6WG30|T5H_TAXCU","Spolyrhiza_v2||Spipo0G0021200"
"0.26","sp|Q6WG30|T5H_TAXCU","Spolyrhiza_v2||Spipo10G0030400"
"0.26","sp|Q6WG30|T5H_TAXCU","Taxus_chinensis||evm2.model.Chr05.3519"
"0.26","sp|Q6WG30|T5H_TAXCU","Taxus_chinensis||evm2.model.Chr10.1024"
"0.26","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d002626_T001"
"0.26","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d013629_T001"
"0.26","sp|Q6WG30|T5H_TAXCU","Zmays_RefGen_V4||Zm00001d026083_T001"
"0.26","sp|Q84KI1|T14H_TAXCU","Athaliana_TAIR10||AT1G12740.2"
"0.26","sp|Q84KI1|T14H_TAXCU","Athaliana_TAIR10||AT1G73340.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Athaliana_TAIR10||AT4G36380.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Athaliana_TAIR10||AT5G38970.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00002.430"
"0.26","sp|Q84KI1|T14H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00030.2"
"0.26","sp|Q84KI1|T14H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00047.151"
"0.26","sp|Q84KI1|T14H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00069.70"
"0.26","sp|Q84KI1|T14H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00149.33"
"0.26","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi1g02575.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi1g69040.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi2g05980.3"
"0.26","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi3g51550.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi5g03264.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi5g03327.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi5g18660.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi5g18780.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Bdistachyon_v3.1||Bradi5g18790.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Csinensis_v1.1||orange1.1g010899m"
"0.26","sp|Q84KI1|T14H_TAXCU","Csinensis_v1.1||orange1.1g018520m"
"0.26","sp|Q84KI1|T14H_TAXCU","Csinensis_v1.1||orange1.1g039939m"
"0.26","sp|Q84KI1|T14H_TAXCU","Csinensis_v1.1||orange1.1g040767m"
"0.26","sp|Q84KI1|T14H_TAXCU","Csinensis_v1.1||orange1.1g041819m"
"0.26","sp|Q84KI1|T14H_TAXCU","Csinensis_v1.1||orange1.1g046307m"
"0.26","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ000532"
"0.26","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ001642"
"0.26","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ003438"
"0.26","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ014547"
"0.26","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ022242"
"0.26","sp|Q84KI1|T14H_TAXCU","GWHPAOSJ028397"
"0.26","sp|Q84KI1|T14H_TAXCU","Gmax_Wm82.a4.v1||Glyma.04G030100.2"
"0.26","sp|Q84KI1|T14H_TAXCU","Gmax_Wm82.a4.v1||Glyma.09G029400.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Gmax_Wm82.a4.v1||Glyma.15G135200.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os01g10040.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os02g45280.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os03g12660.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os03g45619.2"
"0.26","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os03g61980.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os04g48200.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os05g11130.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os10g23180.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Osativa_v7.0||LOC_Os11g18570.1"
"0.26","sp|Q84KI1|T14H_TAXCU","PWA51003.1"
"0.26","sp|Q84KI1|T14H_TAXCU","PWA70931.1"
"0.26","sp|Q84KI1|T14H_TAXCU","PWA84874.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Ptrichocarpa_v4.1||Potri.001G341000.2"
"0.26","sp|Q84KI1|T14H_TAXCU","Ptrichocarpa_v4.1||Potri.004G117700.2"
"0.26","sp|Q84KI1|T14H_TAXCU","Ptrichocarpa_v4.1||Potri.017G099000.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Sbicolor_v3.1.1||Sobic.001G147650.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Sbicolor_v3.1.1||Sobic.001G445900.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Sbicolor_v3.1.1||Sobic.002G094500.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Sbicolor_v3.1.1||Sobic.003G030600.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Sbicolor_v3.1.1||Sobic.004G283900.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Sbicolor_v3.1.1||Sobic.005G169100.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Slycopersicum_ITAG3.2||Solyc02g065750.2.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Slycopersicum_ITAG3.2||Solyc02g089160.3.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Slycopersicum_ITAG3.2||Solyc03g019870.3.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Smoellendorffii_v1.0||233379"
"0.26","sp|Q84KI1|T14H_TAXCU","Smoellendorffii_v1.0||417566"
"0.26","sp|Q84KI1|T14H_TAXCU","Sphagnum_fallax||Sphfalx15G018200.1"
"0.26","sp|Q84KI1|T14H_TAXCU","Spolyrhiza_v2||Spipo10G0030400"
"0.26","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.Chr03.3045"
"0.26","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.Chr06.1910"
"0.26","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.Chr10.1024"
"0.26","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.Chr10.2556"
"0.26","sp|Q84KI1|T14H_TAXCU","Taxus_chinensis||evm2.model.Chr11.2876"
"0.26","sp|Q84KI1|T14H_TAXCU","Zmays_RefGen_V4||Zm00001d002626_T001"
"0.26","sp|Q84KI1|T14H_TAXCU","Zmays_RefGen_V4||Zm00001d013719_T001"
"0.26","sp|Q84KI1|T14H_TAXCU","Zmays_RefGen_V4||Zm00001d013720_T001"
"0.26","sp|Q84KI1|T14H_TAXCU","Zmays_RefGen_V4||Zm00001d028325_T005"
"0.26","sp|Q84KI1|T14H_TAXCU","Zmays_RefGen_V4||Zm00001d037745_T001"
"0.26","sp|Q8W4T9|T13H_TAXCU","Athaliana_TAIR10||AT1G19630.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Athaliana_TAIR10||AT4G36380.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Athaliana_TAIR10||AT5G36140.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00030.2"
"0.26","sp|Q8W4T9|T13H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00059.35"
"0.26","sp|Q8W4T9|T13H_TAXCU","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00149.33"
"0.26","sp|Q8W4T9|T13H_TAXCU","Bdistachyon_v3.1||Bradi3g51550.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Bdistachyon_v3.1||Bradi5g00467.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Bdistachyon_v3.1||Bradi5g03264.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Creinhardtii_v5.6||Cre07.g325000.t1.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Csinensis_v1.1||orange1.1g012199m"
"0.26","sp|Q8W4T9|T13H_TAXCU","Csinensis_v1.1||orange1.1g012524m"
"0.26","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ003438"
"0.26","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ014547"
"0.26","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ017804"
"0.26","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ022242"
"0.26","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ024062"
"0.26","sp|Q8W4T9|T13H_TAXCU","GWHPAOSJ028397"
"0.26","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.01G175500.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.02G051600.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.04G030100.2"
"0.26","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.08G128600.2"
"0.26","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.11G067700.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.11G073300.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Gmax_Wm82.a4.v1||Glyma.14G027600.3"
"0.26","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000183713"
"0.26","sp|Q8W4T9|T13H_TAXCU","Mdomestica_v1.0||MDP0000242569"
"0.26","sp|Q8W4T9|T13H_TAXCU","Osativa_v7.0||LOC_Os04g48200.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Osativa_v7.0||LOC_Os07g33420.3"
"0.26","sp|Q8W4T9|T13H_TAXCU","PWA36951.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","PWA42701.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","PWA45691.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","PWA48203.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","PWA52775.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","PWA59480.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","PWA70930.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","PWA74583.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","PWA76955.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Ptrichocarpa_v4.1||Potri.003G122500.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Ptrichocarpa_v4.1||Potri.005G124000.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Ptrichocarpa_v4.1||Potri.007G026500.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Sbicolor_v3.1.1||Sobic.001G445900.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Sbicolor_v3.1.1||Sobic.002G094500.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Sbicolor_v3.1.1||Sobic.010G007700.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Slycopersicum_ITAG3.2||Solyc02g065750.2.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Slycopersicum_ITAG3.2||Solyc03g121510.3.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Slycopersicum_ITAG3.2||Solyc08g007050.2.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Smoellendorffii_v1.0||157387"
"0.26","sp|Q8W4T9|T13H_TAXCU","Smoellendorffii_v1.0||422692"
"0.26","sp|Q8W4T9|T13H_TAXCU","Smoellendorffii_v1.0||86321"
"0.26","sp|Q8W4T9|T13H_TAXCU","Sphagnum_fallax||Sphfalx15G018200.1"
"0.26","sp|Q8W4T9|T13H_TAXCU","Taxus_chinensis||evm2.model.Chr03.1353"
"0.26","sp|Q8W4T9|T13H_TAXCU","Taxus_chinensis||evm2.model.Chr10.2556"
"0.26","sp|Q8W4T9|T13H_TAXCU","Taxus_chinensis||evm2.model.Chr11.2876"
"0.27","Athaliana_TAIR10||AT1G05160.1","sp|Q6WG30|T5H_TAXCU"
"0.27","Athaliana_TAIR10||AT1G05160.1","sp|Q84KI1|T14H_TAXCU"
"0.27","Athaliana_TAIR10||AT1G73340.1","sp|Q9AXM6|T10H_TAXCU"
"0.27","Athaliana_TAIR10||AT2G32440.1","sp|Q84KI1|T14H_TAXCU"
"0.27","Athaliana_TAIR10||AT3G13730.1","sp|Q6WG30|T5H_TAXCU"
"0.27","Athaliana_TAIR10||AT3G13730.1","sp|Q8W4T9|T13H_TAXCU"
"0.27","Athaliana_TAIR10||AT3G30180.1","sp|Q84KI1|T14H_TAXCU"
"0.27","Athaliana_TAIR10||AT3G30180.1","sp|Q8W4T9|T13H_TAXCU"
"0.27","Athaliana_TAIR10||AT3G50660.1","sp|Q8W4T9|T13H_TAXCU"
"0.27","Athaliana_TAIR10||AT4G36380.1","sp|Q6WG30|T5H_TAXCU"
"0.27","Athaliana_TAIR10||AT4G36380.1","sp|Q9AXM6|T10H_TAXCU"
"0.27","Athaliana_TAIR10||AT5G36140.1","sp|Q6WG30|T5H_TAXCU"
"0.27","Athaliana_TAIR10||AT5G36140.1","sp|Q84KI1|T14H_TAXCU"
"0.27","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00011.58","sp|Q84KI1|T14H_TAXCU"
"0.27","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00030.2","sp|Q6WG30|T5H_TAXCU"
"0.27","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00032.258","sp|Q8W4T9|T13H_TAXCU"
"0.27","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00045.136","sp|Q9AXM6|T10H_TAXCU"
"0.27","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00047.151","sp|Q8W4T9|T13H_TAXCU"
"0.27","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00061.116","sp|Q6WG30|T5H_TAXCU"
"0.27","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00061.116","sp|Q84KI1|T14H_TAXCU"
"0.27","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00061.116","sp|Q8W4T9|T13H_TAXCU"
"0.27","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00064.7","sp|Q6WG30|T5H_TAXCU"
"0.27","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00064.7","sp|Q8W4T9|T13H_TAXCU"
"0.27","Atrichopoda_v1.0||evm_27.model.AmTr_v1.0_scaffold00069.70","sp|Q6WG30|T5H_TAXCU"
